 0.88318,  2.58887, 525.12500, -31.45898,  0.01688,  0.34119
 0.82715,  2.75842, 525.21875, -31.54688, -0.05569,  0.35704
 0.80371,  2.49744, 524.71875, -31.66895, -0.16316,  0.38635
 0.51578,  2.35999, 524.59375, -31.67969, -0.11409,  0.41838
 0.95212,  2.16089, 524.59375, -31.82129, -0.08923,  0.37761
 0.89154,  2.43152, 524.37500, -31.89648, -0.10744,  0.36366
 0.80438,  2.24426, 524.37500, -31.99707, -0.14498,  0.37579
 1.22040,  1.85986, 524.37500, -32.06445, -0.11646,  0.43253
 1.32001,  1.66199, 524.53125, -32.13281, -0.11516,  0.32907
 1.13068,  1.51703, 525.00000, -32.17969, -0.17326,  0.37206
 1.22412,  1.80524, 525.53125, -32.27148, -0.22580,  0.36101
 1.27716,  1.72797, 524.84375, -32.29102, -0.20597,  0.30820
 1.04333,  1.94421, 525.03125, -32.32617, -0.28185,  0.45439
 1.43140,  1.76727, 525.00000, -32.36523, -0.25722,  0.36951
 1.03363,  1.91663, 525.09375, -32.37695, -0.26425,  0.36014
 0.83566,  2.06335, 525.18750, -32.39453, -0.28566,  0.33269
 1.29187,  1.98535, 525.50000, -32.38086, -0.22437,  0.42302
 0.92197,  1.72314, 525.93750, -32.42188, -0.21405,  0.33725
 0.82553,  1.89752, 525.56250, -32.46094, -0.17908,  0.39612
 0.95428,  1.81909, 525.18750, -32.46094, -0.17629,  0.38310
 0.63785,  1.55524, 525.37500, -32.45508, -0.21835,  0.35100
 0.56537,  1.68634, 525.06250, -32.44141, -0.27281,  0.31929
 0.65286,  1.70001, 524.87500, -32.44141, -0.16338,  0.29874
 0.58170,  1.61035, 524.78125, -32.38477, -0.16462,  0.25891
 0.72842,  1.54932, 525.09375, -32.43945, -0.09086,  0.27277
 0.89957,  1.57861, 525.28125, -32.36914, -0.12391,  0.31291
 0.71890,  1.47809, 525.37500, -32.38477, -0.07359,  0.34923
 1.02124,  1.52020, 524.90625, -32.33594, -0.08537,  0.33655
 1.09192,  1.41693, 525.00000, -32.31836, -0.19201,  0.34839
 0.87576,  1.36761, 524.81250, -32.28125, -0.17761,  0.31775
 1.04150,  1.52069, 525.90625, -32.15820, -0.14032,  0.38062
 0.67471,  1.74414, 525.71875, -32.12305, -0.02083,  0.33813
 0.98215,  1.58142, 525.71875, -32.08984, -0.14101,  0.27844
 0.94257,  1.75409, 525.56250, -31.91602, -0.23493,  0.34695
 0.65808,  1.71387, 525.43750, -31.82617, -0.23946,  0.29849
 0.67880,  1.96283, 525.75000, -31.70605, -0.20348,  0.38435
 0.61972,  2.09717, 526.46875, -31.65137, -0.27722,  0.37833
 0.59503,  2.01575, 526.06250, -31.54688, -0.34877,  0.36508
 0.42247,  2.00330, 525.87500, -31.37207, -0.36919,  0.29041
 0.73389,  2.04578, 525.43750, -31.25391, -0.36328,  0.36313
 0.64255,  2.13879, 524.65625, -31.11426, -0.39917,  0.31110
 0.77057,  2.29773, 524.34375, -30.94727, -0.46796,  0.30721
 0.79550,  2.54749, 524.43750, -30.86426, -0.44954,  0.33905
 0.57159,  2.47632, 523.87500, -30.71875, -0.52405,  0.38832
 0.46278,  2.59619, 523.90625, -30.65234, -0.54367,  0.32190
 0.57654,  2.83557, 523.43750, -30.56934, -0.55859,  0.29614
 0.84482,  2.95496, 523.75000, -30.52148, -0.62628,  0.30406
 0.83762,  2.93262, 524.34375, -30.55469, -0.60953,  0.32550
 0.98529,  3.00562, 524.68750, -30.48633, -0.67935,  0.26701
 0.94550,  3.03369, 525.21875, -30.46680, -0.66296,  0.36432
 0.91751,  2.75159, 525.68750, -30.33789, -0.62869,  0.38290
 0.95221,  2.99097, 525.90625, -30.30566, -0.66409,  0.36017
 1.03473,  3.43054, 526.09375, -30.20898, -0.68048,  0.36035
 0.67584,  3.39832, 525.71875, -30.02930, -0.70370,  0.34396
 0.41322,  3.44775, 525.75000, -29.88770, -0.63629,  0.37680
 0.93579,  3.20129, 525.21875, -29.78516, -0.62701,  0.40480
 0.79562,  3.61096, 525.21875, -29.75488, -0.61090,  0.38313
 0.82202,  3.63062, 525.31250, -29.63574, -0.61066,  0.33537
 0.97086,  3.40845, 525.25000, -29.54492, -0.59039,  0.43335
 0.89246,  3.58948, 524.96875, -29.46094, -0.68060,  0.38434
 1.05792,  3.84033, 524.90625, -29.41602, -0.67749,  0.40236
 0.95465,  3.13110, 524.59375, -29.38477, -0.67947,  0.34570
 1.29388,  3.55908, 524.62500, -29.28906, -0.78107,  0.37552
 1.02710,  3.83923, 524.43750, -29.29492, -0.78476,  0.39330
 1.19550,  3.54443, 525.00000, -29.21875, -0.74750,  0.45531
 1.13690,  3.69507, 524.81250, -29.22070, -0.85553,  0.35266
 1.03418,  3.77515, 524.71875, -29.20313, -0.78525,  0.45062
 1.23285,  3.88611, 524.65625, -29.15527, -0.74582,  0.42976
 1.23853,  4.05542, 524.84375, -29.15820, -0.78174,  0.37181
 1.04327,  3.84412, 525.03125, -29.15137, -0.78552,  0.45949
 1.06744,  3.75330, 525.21875, -29.11230, -0.82144,  0.42810
 1.18951,  3.73340, 525.96875, -29.14941, -0.67731,  0.41176
 0.84500,  3.45459, 525.46875, -29.08984, -0.68246,  0.42143
 1.06946,  3.68542, 525.43750, -29.00879, -0.67841,  0.37375
 1.16754,  3.73364, 525.21875, -29.04590, -0.69424,  0.41740
 0.92847,  3.80310, 525.21875, -29.07715, -0.71606,  0.41245
 1.04144,  3.88477, 525.59375, -29.04590, -0.64307,  0.45293
 0.68280,  3.84338, 525.00000, -29.04395, -0.70178,  0.48773
 0.75021,  3.81445, 525.50000, -29.09473, -0.62979,  0.48357
 0.83682,  3.73767, 524.71875, -29.06152, -0.66299,  0.49739
 0.82797,  3.97583, 525.21875, -29.08105, -0.60989,  0.55908
 1.00348,  3.77759, 524.81250, -29.11621, -0.66040,  0.50583
 0.81265,  3.78687, 524.90625, -29.20117, -0.62778,  0.43973
 0.53604,  3.34680, 525.43750, -29.22363, -0.56210,  0.52350
 0.97842,  3.33960, 525.00000, -29.24902, -0.55399,  0.53729
 0.88348,  3.25867, 525.15625, -29.20801, -0.53806,  0.52435
 0.84369,  3.36975, 524.90625, -29.22949, -0.52014,  0.43689
 0.74512,  3.23193, 524.93750, -29.31543, -0.45030,  0.43738
 0.90063,  3.24023, 524.78125, -29.31543, -0.59088,  0.48816
 0.46803,  3.28857, 524.93750, -29.34570, -0.58035,  0.54507
 0.68704,  2.83899, 524.96875, -29.30664, -0.57727,  0.50140
 0.68582,  3.03931, 524.84375, -29.36133, -0.59482,  0.50970
 0.53033,  3.12549, 525.71875, -29.30664, -0.54498,  0.49217
 0.57700,  3.08679, 525.43750, -29.32422, -0.57968,  0.49188
 0.81595,  3.27966, 524.90625, -29.29590, -0.64627,  0.39926
 0.51282,  3.10718, 524.59375, -29.16895, -0.61505,  0.43608
 0.50772,  3.43689, 524.68750, -29.22754, -0.66870,  0.40836
 0.68173,  3.24011, 524.68750, -29.19043, -0.59433,  0.44058
 0.44406,  3.59131, 524.31250, -29.19531, -0.59717,  0.32658
 0.43477,  3.44922, 524.78125, -29.20996, -0.58038,  0.42737
 0.62592,  3.37683, 524.78125, -29.20996, -0.64911,  0.35149
 0.89606,  3.47656, 525.00000, -29.17969, -0.59106,  0.40080
 0.88351,  3.21741, 525.46875, -29.29590, -0.55652,  0.49243
 0.82385,  3.29614, 525.75000, -29.24121, -0.53998,  0.46628
 0.75867,  3.42505, 525.25000, -29.33301, -0.62970,  0.42972
 0.77768,  3.51477, 525.37500, -29.28223, -0.61157,  0.43013
 0.93460,  3.13623, 525.09375, -29.26074, -0.62686,  0.47438
 0.70505,  3.18347, 525.65625, -29.32617, -0.66745,  0.34073
 1.02899,  3.15222, 526.12500, -29.41602, -0.68091,  0.38339
 0.96832,  2.95117, 526.31250, -29.37793, -0.71835,  0.36523
 0.77377,  3.14209, 526.03125, -29.36133, -0.68497,  0.44975
 0.58850,  3.00391, 525.43750, -29.32422, -0.66925,  0.42891
 0.81436,  3.07678, 524.87500, -29.22363, -0.66440,  0.38629
 0.79480,  3.10828, 524.50000, -29.19043, -0.66403,  0.43530
 1.07880,  3.29041, 524.15625, -29.12695, -0.65851,  0.43181
 0.72986,  3.06396, 523.71875, -29.15723, -0.62796,  0.34904
 1.03174,  3.00427, 523.84375, -29.14063, -0.64117,  0.38405
 0.77463,  3.10706, 523.75000, -29.08984, -0.53754,  0.50037
 0.82315,  3.16589, 524.03125, -29.13965, -0.53717,  0.37663
 0.66626,  3.10205, 524.18750, -29.17285, -0.57599,  0.35799
 0.75348,  3.30591, 524.00000, -29.17676, -0.57397,  0.46375
 0.62677,  3.09033, 524.59375, -29.13379, -0.54147,  0.52097
 0.47833,  2.96643, 524.78125, -29.20117, -0.68784,  0.43011
 0.69965,  2.84888, 524.93750, -29.30664, -0.54120,  0.41400
 0.82263,  2.62427, 525.43750, -29.28418, -0.61203,  0.35530
 0.85126,  2.71277, 525.81250, -29.38965, -0.62997,  0.44194
 0.72247,  2.70544, 525.84375, -29.31738, -0.52460,  0.44395
 0.51047,  2.73621, 525.53125, -29.26660, -0.58130,  0.43933
 0.44275,  2.61755, 525.12500, -29.22949, -0.54602,  0.47568
 0.46907,  2.65466, 525.15625, -29.12305, -0.58145,  0.34398
 0.67020,  2.88000, 524.68750, -29.21875, -0.54114,  0.39725
 0.74905,  3.03809, 524.50000, -29.11816, -0.59320,  0.42809
 0.99341,  3.02075, 524.71875, -29.08594, -0.51779,  0.48203
 1.16132,  3.03784, 524.81250, -29.07031, -0.60486,  0.50262
 1.04553,  2.70715, 524.90625, -29.01074, -0.58939,  0.46796
 1.22064,  2.92603, 525.31250, -28.98047, -0.56900,  0.42409
 0.89383,  2.92651, 525.03125, -28.92578, -0.57385,  0.46419
 0.69073,  2.84448, 525.40625, -28.95605, -0.56000,  0.48134
 0.91388,  2.82495, 525.40625, -28.88574, -0.57431,  0.49905
 1.04968,  3.11646, 525.15625, -28.80566, -0.55334,  0.54410
 0.94815,  3.18628, 525.15625, -28.73535, -0.57288,  0.41699
 0.81241,  2.94714, 524.84375, -28.71289, -0.57489,  0.45245
 0.62854,  2.89429, 525.43750, -28.64063, -0.54312,  0.46593
 0.91968,  3.05688, 524.96875, -28.62793, -0.55527,  0.34810
 0.54221,  3.27661, 524.87500, -28.50586, -0.54303,  0.34042
 0.85620,  3.28320, 525.15625, -28.49121, -0.57431,  0.33536
 0.87332,  3.25403, 525.00000, -28.45703, -0.59164,  0.39241
 0.90002,  3.23413, 525.00000, -28.42188, -0.62711,  0.34833
 0.94193,  3.29492, 524.81250, -28.35254, -0.59021,  0.37146
 1.03918,  3.39319, 525.31250, -28.33594, -0.57138,  0.39755
 0.97076,  3.51025, 525.31250, -28.33789, -0.67996,  0.44395
 1.00287,  3.81311, 524.65625, -28.29199, -0.71384,  0.41383
 0.95648,  3.98938, 524.84375, -28.25879, -0.78650,  0.43008
 1.19818,  3.68994, 524.84375, -28.22168, -0.83667,  0.42088
 1.28821,  3.69202, 524.37500, -28.17285, -0.90613,  0.47311
 1.39600,  3.64709, 524.96875, -28.20605, -0.92334,  0.47626
 1.28516,  3.63391, 524.96875, -28.13574, -0.92523,  0.48978
 1.18976,  3.68823, 524.56250, -28.20508, -0.97983,  0.49919
 0.85565,  3.70422, 524.65625, -28.11328, -1.02136,  0.46501
 0.97754,  4.14404, 524.78125, -28.07031, -0.98315,  0.57397
 1.17725,  4.06372, 524.96875, -28.14063, -0.94443,  0.51181
 1.09277,  3.88611, 525.06250, -28.15332, -0.87439,  0.54269
 1.13818,  3.99292, 525.15625, -28.06738, -0.92755,  0.47684
 1.47198,  3.94116, 525.78125, -28.17578, -0.95905,  0.54575
 1.44592,  3.88489, 525.56250, -28.13770, -0.86945,  0.55545
 1.25537,  3.83289, 525.93750, -28.20508, -0.81949,  0.52481
 1.27252,  4.24414, 525.68750, -28.16211, -0.80035,  0.48639
 1.05994,  4.17432, 525.46875, -28.15723, -0.78561,  0.49554
 1.11322,  4.02881, 525.09375, -28.05078, -0.73041,  0.47141
 0.99872,  4.36768, 525.34375, -28.17871, -0.67853,  0.47549
 0.75769,  4.13037, 525.21875, -28.18750, -0.66464,  0.48007
 1.06433,  3.79053, 525.34375, -28.23926, -0.67816,  0.46194
 0.91080,  3.74243, 524.75000, -28.20313, -0.64386,  0.43719
 0.76898,  3.69202, 525.53125, -28.26953, -0.57584,  0.48946
 0.91254,  3.68347, 525.21875, -28.25293, -0.51913,  0.49077
 0.98465,  3.61353, 525.21875, -28.35742, -0.51804,  0.46402
 1.04022,  3.66296, 525.40625, -28.39355, -0.53531,  0.49387
 0.86581,  3.76624, 525.21875, -28.36035, -0.50186,  0.45985
 0.74945,  3.53589, 525.18750, -28.35547, -0.50400,  0.50797
 0.62997,  3.34314, 525.09375, -28.40430, -0.55988,  0.51569
 0.92642,  3.48547, 525.40625, -28.45996, -0.50156,  0.45903
 0.83920,  3.24048, 525.87500, -28.47168, -0.53998,  0.47092
 0.98584,  3.50000, 526.03125, -28.58008, -0.64517,  0.43774
 1.11377,  3.34509, 525.56250, -28.49414, -0.53476,  0.42747
 1.02924,  3.38245, 525.46875, -28.50977, -0.60770,  0.46133
 1.16406,  3.21667, 525.21875, -28.45996, -0.53348,  0.50247
 1.02325,  3.31519, 524.81250, -28.42480, -0.53503,  0.49442
 1.17377,  3.27832, 524.81250, -28.42480, -0.51465,  0.51663
 0.97519,  3.14465, 524.90625, -28.40430, -0.57205,  0.57700
 0.91165,  3.29968, 524.34375, -28.37207, -0.48216,  0.49171
 1.05243,  3.23999, 524.34375, -28.37402, -0.44408,  0.50110
 1.04639,  3.32117, 524.03125, -28.32324, -0.47943,  0.53616
 0.86197,  3.23035, 524.12500, -28.37305, -0.37509,  0.51553
 0.81946,  2.91553, 524.18750, -28.41992, -0.23281,  0.52615
 0.81479,  3.09961, 524.96875, -28.48828, -0.26994,  0.49792
 1.04431,  2.93054, 525.56250, -28.48730, -0.23148,  0.53293
 0.86279,  3.17627, 525.84375, -28.50586, -0.27051,  0.54059
 1.02850,  2.73901, 525.90625, -28.62402, -0.23259,  0.53174
 1.19153,  2.74011, 525.71875, -28.58984, -0.15781,  0.52899
 1.07013,  2.87061, 525.53125, -28.66211, -0.21317,  0.51041
 1.09448,  3.20044, 525.65625, -28.57910, -0.21256,  0.54581
 1.05109,  3.25183, 525.25000, -28.61621, -0.17673,  0.52460
 1.52124,  3.06470, 524.78125, -28.60156, -0.20423,  0.60812
 1.17426,  2.93396, 524.78125, -28.56152, -0.13828,  0.56555
 1.30829,  2.99316, 525.06250, -28.61426, -0.17240,  0.53818
 1.22595,  3.13342, 524.96875, -28.67090, -0.22726,  0.48451
 1.19177,  2.94214, 525.25000, -28.61328, -0.26445,  0.49271
 1.50830,  3.06360, 525.09375, -28.65430, -0.24078,  0.52808
 1.32458,  3.05273, 525.15625, -28.59863, -0.20815,  0.46758
 1.08588,  3.08301, 524.96875, -28.59668, -0.22958,  0.49806
 1.26691,  2.88330, 524.96875, -28.59668, -0.19096,  0.46805
 1.14545,  2.96228, 525.15625, -28.59375, -0.22909,  0.51535
 0.88867,  3.20264, 524.96875, -28.56152, -0.23270,  0.35371
 0.96948,  3.32361, 524.78125, -28.56738, -0.19496,  0.39391
 1.18604,  3.21252, 525.15625, -28.63574, -0.19229,  0.41489
 0.83533,  3.41260, 524.96875, -28.56641, -0.25124,  0.49345
 0.77255,  3.38245, 524.93750, -28.56445, -0.19846,  0.43303
 0.87680,  3.07251, 524.96875, -28.52539, -0.23309,  0.46771
 1.05115,  2.85400, 524.68750, -28.50684, -0.19402,  0.45131
 1.10297,  3.03308, 524.96875, -28.56250, -0.26530,  0.49763
 1.02521,  2.88916, 525.15625, -28.55664, -0.26707,  0.46683
 1.17993,  2.79919, 525.25000, -28.61133, -0.28273,  0.47047
 1.40668,  3.04736, 525.87500, -28.51074, -0.24384,  0.54108
 1.38770,  2.96802, 525.68750, -28.50977, -0.24393,  0.62878
 1.51361,  2.79834, 525.68750, -28.50781, -0.27791,  0.56268
 1.61371,  2.98230, 525.50000, -28.44141, -0.22192,  0.59039
 1.38330,  3.07251, 525.28125, -28.40625, -0.17146,  0.56534
 1.37964,  3.22363, 525.03125, -28.35938, -0.17080,  0.57040
 1.52686,  3.23364, 525.12500, -28.34082, -0.16856,  0.50476
 1.19952,  3.11365, 524.93750, -28.30371, -0.11991,  0.56720
 1.10278,  3.12256, 524.43750, -28.21484, -0.19243,  0.58896
 1.10522,  3.15393, 524.81250, -28.24902, -0.15714,  0.54077
 1.11365,  3.36353, 524.93750, -28.26953, -0.15692,  0.50998
 1.20532,  3.31445, 524.75000, -28.23535, -0.13720,  0.58066
 1.30554,  3.41321, 525.12500, -28.23730, -0.10021,  0.41905
 1.28699,  3.20154, 525.50000, -28.23047, -0.10140,  0.51477
 1.48865,  3.29187, 525.53125, -28.30664, -0.02629,  0.45430
 1.20123,  3.24146, 525.50000, -28.26758, -0.06692,  0.51068
 1.15466,  3.29126, 525.50000, -28.30371, -0.03175,  0.51105
 1.18274,  3.08167, 525.40625, -28.21191, -0.04929,  0.55957
 1.36847,  3.01416, 525.59375, -28.24902,  0.02505,  0.49036
 1.11255,  3.10364, 525.59375, -28.28223,  0.03895,  0.46851
 0.98529,  3.05408, 525.40625, -28.24609,  0.01920,  0.41182
 0.95480,  3.07556, 525.00000, -28.24707,  0.14498,  0.46228
 0.86063,  3.10645, 524.68750, -28.19629,  0.09020,  0.44469
 0.74210,  3.60437, 525.18750, -28.21777,  0.12385,  0.43134
 0.90543,  3.13904, 524.81250, -28.21191,  0.16252,  0.46306
 1.17529,  3.28931, 524.93750, -28.19922,  0.22078,  0.52951
 0.97617,  3.05774, 525.18750, -28.20898,  0.27060,  0.45999
 1.30005,  3.09875, 525.12500, -28.23047,  0.29405,  0.44284
 1.28979,  3.14807, 525.28125, -28.30273,  0.25769,  0.51154
 1.09924,  3.31763, 525.31250, -28.26855,  0.25471,  0.38486
 1.09528,  3.47766, 525.31250, -28.27051,  0.21902,  0.43242
 0.96976,  2.97021, 525.28125, -28.25977,  0.30608,  0.45576
 0.91992,  3.01440, 525.96875, -28.27637,  0.32196,  0.41574
 0.94525,  3.47754, 525.93750, -28.39063,  0.37685,  0.36343
 0.91608,  3.40625, 526.21875, -28.43945,  0.37581,  0.46330
 0.64902,  3.24561, 526.18750, -28.47070,  0.35330,  0.53711
 0.67349,  3.47180, 525.43750, -28.37012,  0.42700,  0.46979
 0.65240,  3.25952, 525.25000, -28.36816,  0.39081,  0.40387
 0.70978,  3.12244, 524.59375, -28.38672,  0.33907,  0.45621
 0.68484,  3.33594, 524.37500, -28.35449,  0.41100,  0.36592
 0.85675,  3.03699, 524.18750, -28.35254,  0.44968,  0.42799
 0.90640,  2.97815, 523.87500, -28.36914,  0.46893,  0.45480
 0.98746,  3.00684, 524.28125, -28.40527,  0.46953,  0.55032
 0.87894,  3.07666, 524.28125, -28.47656,  0.48581,  0.44078
 0.60834,  2.84595, 524.25000, -28.43262,  0.49905,  0.38443
 0.80426,  2.90857, 524.43750, -28.54297,  0.50208,  0.43167
 0.64819,  3.15710, 524.71875, -28.56152,  0.51721,  0.41389
 0.41293,  3.08667, 524.68750, -28.55664,  0.51334,  0.37009
 0.70328,  3.12732, 524.71875, -28.63086,  0.58981,  0.36639
 0.53162,  3.16699, 525.40625, -28.68164,  0.63968,  0.35733
 0.76080,  2.63623, 525.68750, -28.69141,  0.62439,  0.41371
